timestamp,open,high,low,close
2021-01-31 00:12:00,0.003149999999999764,0.003149999999999764,-0.0029000000000003467,-0.0029000000000003467
2021-01-31 00:13:00,,,,
2021-01-31 00:14:00,,,,
2021-01-31 00:15:00,,,,
2021-01-31 00:16:00,,,,
2021-01-31 00:17:00,,,,
2021-01-31 00:18:00,-0.027350000000000207,-0.012550000000000061,-0.027350000000000207,-0.012550000000000061
2021-01-31 00:19:00,,,,
2021-01-31 00:20:00,,,,
2021-01-31 00:21:00,,,,
2021-01-31 00:22:00,,,,
2021-01-31 00:23:00,,,,
2021-01-31 00:24:00,,,,
2021-01-31 00:25:00,,,,
2021-01-31 00:26:00,,,,
2021-01-31 00:27:00,,,,
2021-01-31 00:28:00,,,,
2021-01-31 00:29:00,,,,
2021-01-31 00:30:00,,,,
2021-01-31 00:31:00,,,,
2021-01-31 00:32:00,,,,
2021-01-31 00:33:00,,,,
2021-01-31 00:34:00,,,,
2021-01-31 00:35:00,,,,
2021-01-31 00:36:00,,,,
2021-01-31 00:37:00,,,,
2021-01-31 00:38:00,,,,
2021-01-31 00:39:00,,,,
2021-01-31 00:40:00,,,,
2021-01-31 00:41:00,,,,
2021-01-31 00:42:00,,,,
2021-01-31 00:43:00,,,,
2021-01-31 00:44:00,,,,
2021-01-31 00:45:00,,,,
2021-01-31 00:46:00,,,,
2021-01-31 00:47:00,,,,
2021-01-31 00:48:00,,,,
2021-01-31 00:49:00,,,,
2021-01-31 00:50:00,,,,
2021-01-31 00:51:00,,,,
2021-01-31 00:52:00,,,,
2021-01-31 00:53:00,,,,
2021-01-31 00:54:00,,,,
2021-01-31 00:55:00,,,,
2021-01-31 00:56:00,,,,
2021-01-31 00:57:00,,,,
2021-01-31 00:58:00,,,,
2021-01-31 00:59:00,,,,
2021-01-31 01:00:00,,,,
2021-01-31 01:01:00,,,,
2021-01-31 01:02:00,,,,
2021-01-31 01:03:00,,,,
2021-01-31 01:04:00,,,,
2021-01-31 01:05:00,,,,
2021-01-31 01:06:00,,,,
2021-01-31 01:07:00,,,,
2021-01-31 01:08:00,,,,
2021-01-31 01:09:00,,,,
2021-01-31 01:10:00,,,,
2021-01-31 01:11:00,,,,
2021-01-31 01:12:00,,,,
2021-01-31 01:13:00,,,,
2021-01-31 01:14:00,,,,
2021-01-31 01:15:00,,,,
2021-01-31 01:16:00,,,,
2021-01-31 01:17:00,,,,
2021-01-31 01:18:00,,,,
2021-01-31 01:19:00,,,,
2021-01-31 01:20:00,,,,
2021-01-31 01:21:00,,,,
2021-01-31 01:22:00,,,,
2021-01-31 01:23:00,,,,
2021-01-31 01:24:00,,,,
2021-01-31 01:25:00,,,,
2021-01-31 01:26:00,,,,
2021-01-31 01:27:00,,,,
2021-01-31 01:28:00,,,,
2021-01-31 01:29:00,,,,
2021-01-31 01:30:00,,,,
2021-01-31 01:31:00,,,,
2021-01-31 01:32:00,,,,
2021-01-31 01:33:00,,,,
2021-01-31 01:34:00,,,,
2021-01-31 01:35:00,,,,
2021-01-31 01:36:00,-0.013399999999999856,-0.00835000000000008,-0.013399999999999856,-0.00835000000000008
2021-01-31 01:37:00,,,,
2021-01-31 01:38:00,,,,
2021-01-31 01:39:00,0.004649999999999821,0.004649999999999821,-0.005600000000000271,-0.005550000000000388
2021-01-31 01:40:00,-0.005550000000000388,-0.0015499999999999403,-0.005700000000000038,-0.0015499999999999403
2021-01-31 01:41:00,,,,
2021-01-31 01:42:00,,,,
2021-01-31 01:43:00,,,,
2021-01-31 01:44:00,,,,
2021-01-31 01:45:00,-0.007699999999999818,-0.006899999999999906,-0.014350000000000307,-0.006899999999999906
2021-01-31 01:46:00,,,,
2021-01-31 01:47:00,,,,
2021-01-31 01:48:00,,,,
2021-01-31 01:49:00,,,,
2021-01-31 01:50:00,,,,
2021-01-31 01:51:00,,,,
2021-01-31 01:52:00,,,,
2021-01-31 01:53:00,,,,
2021-01-31 01:54:00,,,,
2021-01-31 01:55:00,-0.007199999999999207,-0.0003500000000000725,-0.008999999999999453,-0.0003500000000000725
2021-01-31 01:56:00,,,,
2021-01-31 01:57:00,-0.011649999999999494,-0.005399999999999849,-0.015699999999998937,-0.007600000000000051
2021-01-31 01:58:00,,,,
2021-01-31 01:59:00,,,,
2021-01-31 02:00:00,,,,
2021-01-31 02:01:00,,,,
2021-01-31 02:02:00,,,,
2021-01-31 02:03:00,,,,
2021-01-31 02:04:00,,,,
2021-01-31 02:05:00,,,,
2021-01-31 02:06:00,0.0003500000000000725,0.0003500000000000725,-0.019400000000000972,-0.009999999999999787
2021-01-31 02:07:00,,,,
2021-01-31 02:08:00,-0.006850000000000023,-0.0066499999999987125,-0.013299999999999201,-0.008449999999999847
2021-01-31 02:09:00,,,,
2021-01-31 02:10:00,,,,
2021-01-31 02:11:00,,,,
2021-01-31 02:12:00,,,,
2021-01-31 02:13:00,,,,
2021-01-31 02:14:00,,,,
2021-01-31 02:15:00,,,,
2021-01-31 02:16:00,,,,
2021-01-31 02:17:00,,,,
2021-01-31 02:18:00,,,,
2021-01-31 02:19:00,,,,
2021-01-31 02:20:00,,,,
2021-01-31 02:21:00,,,,
2021-01-31 02:22:00,,,,
2021-01-31 02:23:00,,,,
2021-01-31 02:24:00,,,,
2021-01-31 02:25:00,,,,
2021-01-31 02:26:00,,,,
2021-01-31 02:27:00,,,,
2021-01-31 02:28:00,,,,
2021-01-31 02:29:00,-0.006050000000000111,-0.0045999999999999375,-0.006299999999999528,-0.006299999999999528
2021-01-31 02:30:00,,,,
2021-01-31 02:31:00,,,,
2021-01-31 02:32:00,,,,
2021-01-31 02:33:00,,,,
2021-01-31 02:34:00,,,,
2021-01-31 02:35:00,,,,
2021-01-31 02:36:00,,,,
2021-01-31 02:37:00,,,,
2021-01-31 02:38:00,,,,
2021-01-31 02:39:00,,,,
2021-01-31 02:40:00,-0.008500000000000618,-0.008249999999999424,-0.008500000000000618,-0.008249999999999424
2021-01-31 02:41:00,,,,
2021-01-31 02:42:00,,,,
2021-01-31 02:43:00,,,,
2021-01-31 02:44:00,,,,
2021-01-31 02:45:00,,,,
2021-01-31 02:46:00,,,,
2021-01-31 02:47:00,,,,
2021-01-31 02:48:00,,,,
2021-01-31 02:49:00,,,,
2021-01-31 02:50:00,,,,
2021-01-31 02:51:00,,,,
2021-01-31 02:52:00,,,,
2021-01-31 02:53:00,,,,
2021-01-31 02:54:00,,,,
2021-01-31 02:55:00,,,,
